notes,has_complication,ssn,hospital
normal risk,false,105-30-6254,AR
high risk,true,105-31-2350,AR
high risk,true,105-40-7781,AR
normal risk,false,105-51-0759,AK
normal risk,false,105-68-1868,AR
high risk,true,105-75-0424,AK
normal risk,false,105-92-0866,AK
normal risk,true,106-12-3796,AL
normal risk,false,106-13-6950,AR
normal risk,false,106-15-9408,AK
normal risk,true,106-29-0098,AL
normal risk,false,106-37-0496,AR
normal risk,false,106-37-1152,AK
high risk,true,106-41-1097,AR
normal risk,true,106-46-9348,AK
normal risk,false,106-62-0044,AK
normal risk,false,106-71-9573,AR
normal risk,false,106-97-6833,AK
normal risk,false,106-98-0825,AK
normal risk,false,107-08-6176,AR
normal risk,false,107-09-9042,AL
normal risk,true,107-12-1494,AR
normal risk,false,107-17-4631,AK
normal risk,false,107-19-7755,AK
normal risk,false,107-38-6982,AL
normal risk,false,107-47-0122,AK
normal risk,false,107-57-4786,AK
normal risk,false,107-73-4815,AL
normal risk,false,107-74-1327,AL
high risk,true,108-40-5267,AR
high risk,true,108-58-5895,AR
normal risk,true,108-67-8752,AR
high risk,false,108-70-2845,AL
normal risk,false,108-70-4347,AR
normal risk,false,108-81-0757,AK
high risk,true,108-99-3853,AR
normal risk,false,109-14-8041,AR
normal risk,false,109-25-1418,AL
normal risk,false,109-38-3337,AK
normal risk,false,109-53-2414,AK
normal risk,false,109-53-3416,AL
normal risk,false,109-55-7769,AR
normal risk,false,109-67-2256,AL
normal risk,false,109-71-8576,AR
high risk,true,109-72-3696,AR
normal risk,true,109-72-5529,AK
normal risk,false,109-78-8586,AK
normal risk,false,109-97-1422,AL
normal risk,false,110-04-3797,AR
normal risk,true,110-04-4207,AK
normal risk,false,110-46-3787,AL
normal risk,false,110-73-6155,AK
normal risk,false,110-75-3831,AR
normal risk,true,110-76-4221,AR
high risk,true,110-78-2740,AL
high risk,true,110-80-1733,AL
normal risk,false,111-01-4095,AR
high risk,true,111-08-9823,AK
high risk,true,111-18-3295,AK
normal risk,false,111-41-7659,AL
normal risk,false,111-44-7512,AK
high risk,true,111-52-2409,AR
normal risk,false,111-63-7839,AL
high risk,false,111-65-9041,AL
normal risk,false,111-73-0599,AR
normal risk,false,111-89-1403,AR
normal risk,false,111-92-3648,AR
normal risk,false,111-97-2036,AR
normal risk,false,112-01-5995,AK
normal risk,false,112-15-7968,AR
normal risk,false,112-22-2546,AK
high risk,true,112-27-6473,AK
normal risk,true,112-35-1637,AK
normal risk,false,112-50-4138,AK
normal risk,false,112-54-7470,AR
normal risk,false,112-55-6329,AR
normal risk,false,112-60-5542,AR
normal risk,false,112-67-5321,AK
normal risk,true,113-34-1878,AK
normal risk,false,113-48-1904,AR
normal risk,false,113-53-0736,AK
high risk,true,113-63-2705,AR
high risk,true,113-64-9605,AR
normal risk,false,114-25-8706,AR
normal risk,false,114-47-2185,AK
normal risk,false,114-51-0182,AK
normal risk,false,114-70-9294,AR
high risk,false,114-93-3752,AK
normal risk,true,115-21-9095,AK
normal risk,false,115-32-9536,AL
normal risk,false,115-65-2085,AK
normal risk,false,115-70-7979,AL
normal risk,false,115-94-9652,AR
normal risk,false,116-09-3147,AL
normal risk,false,116-21-4374,AL
normal risk,false,116-29-0905,AK
normal risk,true,116-75-7885,AK
normal risk,false,116-91-4405,AR
normal risk,true,117-06-8048,AK
normal risk,true,117-08-8704,AR
normal risk,true,117-10-4267,AL
normal risk,true,117-19-9751,AK
normal risk,true,117-22-0748,AL
high risk,true,117-38-6079,AL
normal risk,false,117-45-8960,AK
normal risk,false,117-49-7663,AK
normal risk,true,117-55-0858,AR
normal risk,false,117-66-1499,AR
normal risk,false,117-76-8541,AL
high risk,true,117-77-6952,AK
normal risk,false,117-85-0179,AK
normal risk,false,117-86-6258,AL
high risk,false,117-95-8539,AR
normal risk,false,118-03-2548,AK
normal risk,false,118-22-1007,AL
normal risk,false,118-25-0020,AR
normal risk,false,118-28-8513,AK
normal risk,false,118-32-0209,AK
high risk,false,118-54-3629,AK
normal risk,false,118-54-8298,AL
normal risk,false,118-57-0461,AK
normal risk,true,118-66-7388,AK
high risk,false,119-13-7377,AL
normal risk,true,119-17-5436,AR
normal risk,false,119-19-3313,AK
normal risk,false,119-21-9211,AK
high risk,true,119-35-7140,AR
normal risk,true,119-37-0093,AR
high risk,true,119-79-8277,AR
normal risk,false,119-85-0498,AR
normal risk,false,119-91-3882,AR
normal risk,false,119-96-6288,AK
normal risk,false,120-02-8284,AL
normal risk,false,120-09-1784,AR
normal risk,true,120-23-6951,AL
normal risk,false,120-27-6142,AK
normal risk,false,120-45-0734,AR
high risk,false,120-46-2828,AL
normal risk,false,120-50-7514,AL
normal risk,false,120-60-7246,AL
normal risk,false,120-63-0843,AL
normal risk,false,120-64-8579,AR
normal risk,false,120-79-9075,AR
normal risk,false,120-82-5437,AR
normal risk,true,121-02-9527,AL
normal risk,false,121-20-6894,AK
normal risk,false,121-36-8342,AK
high risk,false,121-53-9689,AR
normal risk,true,121-61-0156,AL
normal risk,true,121-64-4078,AL
normal risk,false,121-65-5030,AL
normal risk,false,121-77-9305,AK
normal risk,false,121-87-6362,AK
high risk,false,122-18-7635,AL
normal risk,false,122-34-1682,AR
normal risk,false,122-47-6911,AK
normal risk,true,122-61-7683,AR
normal risk,false,122-93-0473,AL
normal risk,false,122-98-9503,AR
normal risk,false,123-03-2327,AL
normal risk,false,123-19-1816,AK
normal risk,true,123-31-3274,AL
normal risk,false,123-42-5102,AK
high risk,true,123-49-1834,AL
normal risk,false,123-50-6491,AR
normal risk,true,123-52-7297,AR
normal risk,false,123-72-7326,AK
normal risk,true,123-92-0248,AK
normal risk,false,123-97-4509,AL
high risk,false,123-99-5767,AL
high risk,true,124-09-2837,AK
normal risk,true,124-12-7136,AK
normal risk,false,124-20-7581,AR
normal risk,false,124-34-8872,AR
normal risk,true,124-36-0045,AK
normal risk,false,124-46-5126,AL
high risk,false,124-46-6290,AR
high risk,true,124-47-0883,AR
normal risk,true,124-50-2148,AK
normal risk,false,124-50-6091,AR
high risk,true,124-65-1515,AL
normal risk,false,124-68-9771,AL
normal risk,false,125-03-3647,AK
normal risk,true,125-13-5905,AR
normal risk,false,125-50-3099,AL
normal risk,true,125-61-6187,AK
normal risk,true,125-68-7373,AR
high risk,true,125-76-9802,AL
normal risk,false,125-81-0939,AR
normal risk,true,125-85-7901,AK
high risk,true,125-93-3063,AL
normal risk,false,125-94-3003,AR
normal risk,false,126-29-1852,AR
normal risk,true,126-45-3235,AL
normal risk,false,126-46-0897,AK
high risk,true,126-68-4004,AK
normal risk,false,126-74-4767,AL
high risk,true,126-90-9591,AK
normal risk,false,126-95-0541,AL
normal risk,true,127-15-4909,AL
normal risk,true,127-15-9668,AK
normal risk,false,127-20-2110,AL
normal risk,false,127-65-4579,AL
normal risk,true,127-73-4147,AL
normal risk,false,127-85-1493,AR
normal risk,true,127-91-8928,AL
normal risk,false,128-10-4302,AR
normal risk,false,128-46-3219,AK
normal risk,false,128-47-7570,AK
normal risk,false,128-50-6250,AR
normal risk,false,128-61-8581,AK
high risk,false,128-67-1799,AL
normal risk,false,128-75-2419,AK
normal risk,false,128-86-2360,AR
normal risk,false,128-92-2390,AL
normal risk,false,129-17-8690,AL
normal risk,false,129-30-2396,AL
normal risk,true,129-38-8476,AR
normal risk,false,129-45-3895,AL
normal risk,false,129-61-9456,AL
high risk,true,129-84-0513,AK
high risk,true,130-16-4264,AK
normal risk,false,130-63-8453,AK
normal risk,false,130-67-6126,AL
normal risk,true,130-70-0212,AR
normal risk,false,130-96-2296,AL
normal risk,false,131-06-0006,AL
high risk,false,131-11-6786,AR
normal risk,true,131-15-8688,AR
normal risk,false,131-21-1920,AK
normal risk,true,131-32-0203,AR
normal risk,false,131-55-0325,AR
high risk,false,131-57-7964,AR
normal risk,false,131-60-9987,AK
normal risk,true,131-78-1622,AR
normal risk,true,131-82-0049,AR
normal risk,false,131-83-8780,AK
normal risk,false,132-15-5994,AK
normal risk,false,132-42-2097,AK
normal risk,false,132-49-7105,AR
normal risk,false,132-73-2880,AL
normal risk,true,132-75-9766,AR
normal risk,false,132-76-7593,AK
normal risk,true,132-83-3838,AK
normal risk,true,132-92-8562,AL
normal risk,true,133-13-4307,AK
normal risk,true,133-14-1905,AK
high risk,false,133-22-4095,AL
normal risk,false,133-24-9237,AK
normal risk,false,133-29-1145,AR
normal risk,false,133-33-9214,AR
normal risk,false,133-37-5825,AR
normal risk,false,133-45-5240,AK
normal risk,false,133-58-0477,AL
normal risk,true,133-60-2722,AK
normal risk,false,133-68-4303,AR
normal risk,false,133-93-9666,AL
normal risk,false,134-11-8993,AK
normal risk,false,134-16-1996,AK
normal risk,false,134-36-9266,AR
normal risk,false,134-45-4364,AK
normal risk,true,134-50-7477,AK
normal risk,false,134-56-5963,AK
normal risk,true,134-57-8705,AR
normal risk,false,134-59-4717,AK
normal risk,false,134-63-4389,AR
normal risk,true,134-79-1551,AK
normal risk,false,134-90-4169,AK
normal risk,false,134-92-4400,AL
normal risk,false,135-13-6971,AK
normal risk,true,135-30-4962,AK
normal risk,false,135-52-0607,AK
normal risk,false,135-53-3958,AR
normal risk,false,135-70-7749,AK
normal risk,false,135-87-0175,AR
normal risk,false,135-93-5437,AR
normal risk,true,135-96-6013,AL
normal risk,false,136-03-5775,AR
high risk,false,136-04-6223,AK
normal risk,false,136-61-1348,AR
normal risk,true,136-79-1557,AR
normal risk,false,136-83-5309,AK
normal risk,false,136-88-9650,AL
normal risk,false,137-05-6494,AK
normal risk,true,137-35-4568,AK
normal risk,false,137-46-2942,AK
normal risk,false,137-60-4657,AK
normal risk,false,137-73-0545,AL
normal risk,false,137-79-1236,AK
normal risk,false,137-91-7805,AR
normal risk,false,137-93-8242,AL
normal risk,false,138-19-9649,AR
normal risk,false,138-28-4891,AL
normal risk,false,138-32-6581,AK
normal risk,false,138-38-7315,AR
normal risk,false,138-67-8092,AK
high risk,false,138-77-2001,AK
normal risk,true,139-16-8050,AK
normal risk,false,139-22-2348,AL
normal risk,false,139-30-5068,AK
normal risk,true,139-35-0731,AR
normal risk,true,139-52-5641,AL
normal risk,true,139-78-5884,AL
normal risk,true,140-02-6039,AR
normal risk,false,140-16-4987,AR
high risk,true,140-16-9215,AK
high risk,false,140-22-5394,AL
normal risk,false,140-23-0655,AL
normal risk,false,140-48-9993,AL
high risk,true,140-60-2791,AL
normal risk,true,140-63-6383,AL
normal risk,false,140-68-6617,AR
high risk,true,140-81-8918,AR
normal risk,false,140-86-8419,AL
normal risk,false,141-27-3772,AL
normal risk,true,141-38-8172,AK
normal risk,true,141-43-6246,AR
normal risk,false,141-55-0938,AL
normal risk,false,141-85-9510,AL
normal risk,false,141-94-0965,AK
normal risk,false,141-98-1860,AR
normal risk,true,142-07-8586,AR
high risk,false,142-12-7403,AL
normal risk,false,142-13-9577,AK
normal risk,false,142-47-8781,AL
normal risk,true,142-48-7056,AL
normal risk,false,142-53-8460,AL
high risk,false,142-60-8244,AR
high risk,true,143-16-0077,AL
normal risk,true,143-38-9574,AL
normal risk,false,143-41-7897,AK
high risk,false,143-51-1755,AK
normal risk,false,143-56-6839,AK
normal risk,false,143-60-9006,AK
normal risk,false,143-96-7075,AR
normal risk,true,143-96-8233,AL
high risk,true,143-98-0949,AL
normal risk,true,144-06-9584,AL
normal risk,true,144-23-0183,AK
normal risk,false,144-47-5329,AL
normal risk,false,144-62-0049,AL
normal risk,false,144-62-4901,AR
normal risk,false,144-62-7074,AL
normal risk,false,144-63-4837,AK
normal risk,false,144-73-9713,AR
high risk,true,144-78-2219,AR
normal risk,true,144-96-3738,AR
normal risk,false,145-08-2657,AK
normal risk,false,145-12-1915,AK
normal risk,false,145-14-0388,AR
high risk,true,145-18-6677,AL
normal risk,false,145-21-1251,AK
normal risk,false,145-27-0432,AR
normal risk,false,145-29-7600,AK
normal risk,false,145-38-7768,AL
normal risk,false,145-55-0142,AL
normal risk,false,145-61-0363,AK
normal risk,false,145-61-3270,AL
normal risk,false,145-88-4870,AL
normal risk,false,145-98-6822,AR
normal risk,false,146-08-2248,AR
normal risk,false,146-16-5682,AR
normal risk,false,146-20-3901,AR
normal risk,true,146-56-9793,AK
normal risk,false,146-60-3347,AR
normal risk,false,146-60-6360,AK
normal risk,true,147-01-1254,AL
high risk,true,147-14-7481,AR
normal risk,false,147-40-0626,AL
normal risk,true,147-66-1700,AL
normal risk,false,147-88-7270,AK
normal risk,false,148-16-6600,AL
high risk,false,148-33-9850,AK
normal risk,false,148-36-4055,AK
normal risk,false,148-47-5011,AL
normal risk,false,148-68-1971,AL
normal risk,false,148-68-7521,AL
normal risk,false,148-73-2256,AL
normal risk,false,148-96-2105,AR
normal risk,false,149-05-7707,AL
normal risk,false,149-14-1231,AR
normal risk,false,149-19-3794,AR
normal risk,false,149-22-4208,AL
normal risk,false,149-25-7509,AK
normal risk,false,149-49-4749,AK
normal risk,false,149-56-5643,AK
normal risk,false,149-66-0304,AR
normal risk,false,149-73-1854,AK
normal risk,false,149-82-0925,AL
normal risk,false,149-99-2575,AK
normal risk,true,150-34-3891,AK
normal risk,true,150-58-0876,AK
normal risk,true,150-76-3853,AR
high risk,true,150-76-8084,AR
normal risk,false,151-15-5636,AK
normal risk,true,151-16-9755,AL
normal risk,true,151-28-5537,AR
normal risk,false,151-31-1466,AR
normal risk,true,151-36-2798,AR
normal risk,false,151-39-7628,AK
high risk,false,151-72-3866,AR
normal risk,true,152-10-0086,AK
normal risk,false,152-24-6563,AK
normal risk,false,152-25-6722,AR
normal risk,false,152-28-0193,AK
normal risk,false,152-36-3332,AK
normal risk,false,152-60-0334,AK
normal risk,false,152-73-6211,AR
normal risk,false,153-03-5966,AR
normal risk,false,153-35-1253,AK
normal risk,false,153-38-4221,AR
normal risk,false,153-41-9759,AL
normal risk,false,153-44-7433,AR
high risk,true,153-50-0442,AR
normal risk,false,153-55-6080,AR
normal risk,false,153-69-7830,AK
normal risk,false,153-75-7372,AK
normal risk,false,153-89-5640,AR
normal risk,false,154-06-2457,AL
high risk,true,154-20-0758,AL
normal risk,true,154-33-4053,AR
normal risk,false,154-41-0980,AR
normal risk,false,154-43-8918,AL
high risk,true,154-50-3314,AK
high risk,true,154-53-8041,AL
normal risk,false,154-82-3553,AK
normal risk,true,154-85-3858,AR
normal risk,false,154-99-8588,AL
normal risk,false,155-07-5768,AR
normal risk,false,155-11-3597,AR
normal risk,false,155-18-5575,AL
high risk,false,155-30-1780,AL
normal risk,false,155-47-7618,AK
normal risk,true,155-60-7572,AR
normal risk,false,155-62-1087,AL
normal risk,false,155-69-7721,AL
normal risk,false,156-09-0399,AL
normal risk,false,156-13-7770,AR
normal risk,false,156-79-3762,AR
normal risk,true,156-98-3372,AK
high risk,true,157-02-5137,AR
high risk,false,157-12-9434,AL
normal risk,false,157-14-1681,AL
normal risk,false,157-15-8796,AL
high risk,true,157-26-6838,AK
normal risk,true,157-33-0340,AK
normal risk,false,157-45-7085,AL
normal risk,false,157-47-0886,AR
normal risk,false,157-51-4869,AK
normal risk,false,157-56-1636,AK
normal risk,true,157-74-7412,AL
normal risk,false,157-86-5614,AK
normal risk,false,157-98-7260,AL
normal risk,false,158-01-4034,AR
high risk,true,158-25-0627,AL
normal risk,true,158-33-8477,AL
normal risk,false,158-45-2861,AR
normal risk,false,158-60-7799,AR
normal risk,false,159-19-8434,AR
normal risk,false,159-33-6829,AL
normal risk,false,159-37-9941,AK
normal risk,false,159-49-6071,AK
normal risk,true,160-08-0895,AL
normal risk,true,160-10-1218,AK
normal risk,true,160-11-3623,AL
normal risk,false,160-36-3769,AK
normal risk,false,160-39-1532,AR
normal risk,true,160-44-7414,AL
normal risk,true,160-52-9025,AL
normal risk,false,160-58-1962,AL
normal risk,false,160-95-2414,AK
high risk,false,160-99-8518,AL
high risk,true,161-09-5432,AR
normal risk,false,161-21-6013,AK
normal risk,false,161-24-4206,AR
normal risk,true,161-26-0669,AK
normal risk,false,161-26-7309,AK
normal risk,true,161-33-3554,AL
normal risk,false,161-44-0383,AK
normal risk,false,161-77-9488,AK
normal risk,false,161-87-7659,AL
normal risk,false,162-04-7038,AL
normal risk,false,162-05-0791,AL
high risk,false,162-05-7909,AR
normal risk,true,162-13-2650,AR
high risk,false,162-28-7577,AR
normal risk,false,162-33-6338,AR
normal risk,false,162-37-9283,AK
normal risk,false,162-42-6368,AL
normal risk,false,162-46-4314,AL
high risk,true,162-53-3317,AK
normal risk,false,162-55-8151,AL
high risk,true,162-64-4661,AK
normal risk,false,162-80-5638,AR
normal risk,true,162-81-5381,AK
normal risk,false,163-07-8079,AK
normal risk,false,163-12-1853,AR
normal risk,true,163-63-8134,AK
high risk,true,163-69-0473,AR
high risk,false,164-04-9121,AR
normal risk,false,164-47-5794,AL
normal risk,true,164-64-9273,AK
normal risk,true,164-91-6326,AR
normal risk,true,164-93-4748,AR
normal risk,true,164-96-9302,AL
normal risk,false,165-03-6507,AK
normal risk,false,165-11-3378,AK
normal risk,false,165-37-5665,AK
normal risk,false,165-46-2852,AR
normal risk,false,165-49-5875,AK
normal risk,false,165-86-5711,AL
normal risk,false,166-13-5966,AL
high risk,true,166-21-2927,AK
normal risk,false,166-56-3338,AR
normal risk,false,166-68-7689,AK
normal risk,true,167-08-7474,AR
high risk,true,167-16-5475,AR
high risk,true,167-23-2974,AK
normal risk,false,167-31-4290,AK
normal risk,false,167-31-7029,AK
high risk,true,167-33-1777,AK
normal risk,true,167-38-0065,AR
high risk,true,167-46-6542,AL
normal risk,false,167-59-2176,AR
normal risk,true,167-69-0796,AL
normal risk,false,167-70-0276,AL
high risk,true,167-73-7023,AK
normal risk,false,167-76-2815,AK
high risk,true,168-03-3834,AR
normal risk,false,168-33-3149,AK
normal risk,false,168-83-1943,AK
normal risk,false,169-04-9604,AL
normal risk,false,169-33-0351,AK
normal risk,false,169-33-1277,AK
normal risk,true,169-35-7974,AK
normal risk,false,169-40-4251,AK
normal risk,false,169-54-3859,AK
normal risk,false,169-61-4687,AR
normal risk,false,169-64-4267,AK
normal risk,false,169-95-1394,AK
high risk,false,169-97-6884,AK
normal risk,false,170-07-7115,AL
normal risk,false,170-26-4719,AK
high risk,true,170-28-7063,AL
normal risk,false,170-45-1554,AL
normal risk,false,170-71-4706,AR
normal risk,false,171-09-3971,AL
high risk,true,171-09-6850,AL
normal risk,false,171-14-9320,AK
normal risk,false,171-19-7525,AR
normal risk,false,171-22-8474,AK
high risk,false,171-24-9884,AR
normal risk,false,171-26-5067,AK
normal risk,true,171-37-7792,AR
normal risk,false,171-43-7254,AK
normal risk,true,171-45-9742,AL
normal risk,false,171-51-5647,AL
normal risk,true,171-51-6111,AK
high risk,true,171-54-3864,AK
normal risk,false,171-65-7616,AL
normal risk,false,171-82-1770,AR
