smokes,weight,gave_consent,ssn,notes,has_complication,hospital
no,55.845839443588645,True,065-26-3782,normal risk,False,AR
yes,81.50638916310376,True,065-34-2874,high risk,True,AR
yes,80.39498199287506,True,065-69-5984,high risk,True,AK
no,64.76751883483782,True,065-75-6236,normal risk,False,AR
no,68.72610295619486,True,065-77-3772,normal risk,False,AR
no,83.68812260733961,True,065-84-5812,normal risk,False,AL
no,64.67188617791089,True,065-92-8950,normal risk,True,AL
yes,78.42791044776413,True,066-34-6585,high risk,False,AK
no,56.65794038007182,True,066-36-2323,normal risk,False,AL
no,63.32894783703957,True,066-43-6971,normal risk,False,AR
no,78.22055806838583,True,066-45-4578,normal risk,False,AK
no,77.64383188823972,True,066-50-1980,normal risk,True,AK
no,67.56859655441126,True,066-56-6190,normal risk,False,AR
yes,60.60705296370567,True,066-79-4538,normal risk,False,AK
no,77.09755643663577,True,066-84-8754,normal risk,False,AR
no,83.13508293914883,True,066-86-3027,normal risk,False,AR
yes,56.978861891405096,True,066-91-1820,high risk,True,AR
no,89.39026845769698,True,067-06-8888,high risk,True,AL
no,81.9272557272071,True,067-22-1231,normal risk,False,AL
yes,76.06401748433623,True,067-38-5174,high risk,False,AK
no,63.83520854237556,True,067-60-0526,normal risk,True,AR
no,53.81825319317338,True,067-76-2117,normal risk,True,AL
no,77.06493275101107,True,067-81-6615,normal risk,True,AK
yes,61.87810944117978,True,068-02-4619,high risk,False,AL
yes,78.97939589288082,True,068-02-6649,high risk,False,AK
no,58.96212616033486,True,068-05-9848,normal risk,False,AK
no,61.30339775672808,True,068-06-9145,normal risk,False,AR
no,54.546986306459786,True,068-13-0966,normal risk,False,AK
no,85.31392805551482,True,068-14-8629,high risk,False,AK
no,61.57596363900162,True,068-19-7903,normal risk,True,AR
yes,57.9723803094689,True,068-38-5282,high risk,False,AK
no,67.64307510737315,True,068-39-8621,normal risk,False,AK
no,61.17045206200292,True,068-51-4710,normal risk,True,AL
yes,82.32165356928054,True,068-56-7870,normal risk,True,AR
no,62.47846348383081,True,068-59-4687,normal risk,True,AR
no,58.29200613782345,True,068-75-2549,normal risk,False,AR
no,82.83592801047713,True,068-75-4331,normal risk,False,AR
yes,57.03599924989141,True,068-80-0393,normal risk,True,AK
no,64.73821655473598,True,068-87-5737,normal risk,False,AK
yes,59.06226129781432,True,068-93-4691,high risk,True,AL
no,76.55853328172049,True,069-03-9966,normal risk,False,AL
no,83.92336252099044,True,069-08-4757,normal risk,False,AR
no,73.35523268627972,True,069-10-9544,normal risk,False,AK
no,79.365275956918,True,069-17-8832,normal risk,False,AL
yes,73.95230883249819,True,069-29-8398,normal risk,True,AL
yes,80.36244782534729,True,069-49-1300,normal risk,True,AK
no,75.10297659544023,True,069-59-3569,normal risk,False,AL
no,80.44761211595755,True,069-72-7819,normal risk,False,AR
no,87.58440322506475,True,070-01-8590,high risk,True,AR
no,55.31343535806364,True,070-21-3428,normal risk,False,AR
no,72.0034487313224,True,070-25-4839,normal risk,False,AL
no,78.97477358031605,True,070-36-0764,normal risk,False,AL
no,65.45076384771542,True,070-37-1626,normal risk,False,AL
no,80.03730450343863,True,070-50-7217,normal risk,False,AK
no,60.701213479985256,True,070-56-4534,normal risk,False,AL
no,87.08507144774923,True,070-57-5180,normal risk,False,AK
yes,57.45644612356146,True,070-72-6129,high risk,True,AL
no,57.620560725012496,True,070-95-4483,normal risk,False,AR
no,59.923890023191376,True,071-06-3858,normal risk,False,AR
no,82.75687951450284,True,072-18-7863,normal risk,False,AR
no,64.03694825648296,True,072-33-9473,normal risk,False,AK
yes,76.95188267917027,True,072-53-5746,high risk,True,AL
yes,62.07426868255926,True,072-80-0690,normal risk,True,AL
yes,79.92373444046429,True,072-83-9961,high risk,True,AK
no,59.94383796743116,True,072-87-3858,normal risk,False,AK
yes,64.24999931822761,True,072-95-1294,normal risk,True,AK
no,82.48167872316027,True,073-47-6953,normal risk,False,AK
yes,90.92773236871378,True,073-54-4407,high risk,True,AK
no,59.1940628488999,True,074-39-5871,normal risk,False,AK
no,80.58542219842953,True,074-46-6086,normal risk,False,AR
no,59.45136813905472,True,074-57-7870,normal risk,False,AL
no,60.77023342914418,True,074-68-4688,normal risk,False,AR
no,82.06454075816434,True,074-78-6518,normal risk,False,AR
no,84.3324712431673,True,075-04-5544,normal risk,False,AK
yes,58.484615804758754,True,075-08-8292,normal risk,True,AR
yes,80.23495154420007,True,075-14-7169,high risk,True,AK
no,75.40990923466508,True,075-21-3843,normal risk,False,AL
no,81.0627712002907,True,075-23-9790,normal risk,False,AR
no,60.57546853932341,True,075-31-1614,normal risk,False,AR
no,74.61422539462362,True,075-53-0579,normal risk,False,AL
no,56.6604620109606,True,075-64-2727,normal risk,False,AK
yes,81.5311115991732,True,075-73-0653,high risk,True,AK
no,79.56393976297898,True,075-99-0036,normal risk,False,AK
yes,59.16567670646768,True,076-05-0610,high risk,False,AR
no,62.70862930420299,True,076-36-9980,normal risk,False,AR
yes,60.64018848407572,True,076-38-6101,high risk,True,AL
no,57.927896828723895,True,076-40-5190,normal risk,False,AL
no,60.42523554955934,True,076-44-4734,normal risk,False,AR
no,56.9554066252965,True,076-46-6056,normal risk,False,AR
yes,78.35214930042652,True,076-61-4648,normal risk,False,AK
no,82.16765794678815,True,076-67-5016,normal risk,False,AR
yes,62.07490805105097,True,077-21-9172,normal risk,True,AR
no,85.00109483352283,True,077-42-9990,normal risk,False,AK
no,63.7303087115213,True,077-51-3916,normal risk,True,AK
no,58.39770857369837,True,077-53-4163,normal risk,False,AR
yes,80.54771640489413,True,077-56-9237,normal risk,True,AK
yes,82.68399096342185,True,077-59-7462,normal risk,True,AR
no,64.60806479495511,True,077-64-2807,normal risk,False,AK
no,61.299377960254624,True,077-98-5642,normal risk,False,AR
no,86.84780846489222,True,078-03-8788,normal risk,True,AR
yes,56.19456819891271,True,078-06-7580,normal risk,True,AL
no,79.21640349818992,True,078-20-8083,normal risk,True,AR
no,79.60795043963057,True,078-41-6063,normal risk,True,AL
no,60.31680885322011,True,078-48-6115,normal risk,False,AR
no,57.15141043835232,True,078-54-1201,normal risk,False,AK
no,55.92888745660089,True,078-62-2585,normal risk,False,AK
no,78.28019496200257,True,078-74-8560,normal risk,True,AK
no,61.86608389010058,True,078-75-6935,normal risk,False,AL
no,61.43103282207888,True,078-81-8213,normal risk,False,AR
no,61.94659768729185,True,078-92-2711,normal risk,False,AL
yes,59.3947739969256,True,078-93-0035,high risk,False,AL
no,58.09443548123872,True,078-94-4967,normal risk,False,AK
no,62.26245583274606,True,079-11-5684,normal risk,False,AL
no,87.01706863065077,True,079-31-7013,normal risk,False,AR
no,76.48045235196673,True,079-32-0558,normal risk,False,AR
no,59.18649260067451,True,079-53-1946,normal risk,False,AL
no,60.55787437352027,True,079-57-6132,normal risk,False,AR
no,75.07279855195753,True,079-76-8754,normal risk,False,AL
no,84.77418686044476,True,079-77-9409,normal risk,False,AL
no,81.59843361302465,True,080-10-0162,normal risk,False,AK
no,79.04135904742175,True,080-33-3650,normal risk,False,AL
no,59.59836237368072,True,080-36-9039,normal risk,True,AK
no,79.93348449399161,True,080-63-8455,normal risk,True,AR
no,87.11813065219313,True,080-64-2854,high risk,False,AR
no,62.64789793959884,True,080-84-3830,normal risk,False,AK
no,50.06059922781648,True,081-17-1780,normal risk,False,AK
no,81.1235947278174,True,081-30-2351,normal risk,False,AK
no,64.3513979639498,True,081-33-0740,normal risk,False,AL
no,57.052764862246285,True,081-33-6286,normal risk,False,AL
no,60.791167126357934,True,081-40-9377,normal risk,True,AL
no,66.0150065040938,True,081-48-7427,normal risk,True,AR
no,61.41761818204386,True,081-54-5759,normal risk,False,AL
no,88.44148996994377,True,081-56-2826,high risk,False,AL
no,86.46281455128157,True,081-67-1568,normal risk,False,AK
no,80.75924857507873,True,081-76-2392,normal risk,False,AR
no,82.11980364069765,True,081-81-8782,normal risk,True,AK
no,60.97299134444584,True,081-83-0031,normal risk,False,AK
yes,50.9508395696372,True,081-96-6198,normal risk,False,AL
no,83.12255708043833,True,082-09-2392,normal risk,False,AK
no,58.0961804810293,True,082-29-0682,normal risk,False,AK
no,74.381127537257,True,082-29-6997,normal risk,False,AR
no,84.65403493082495,True,082-40-9205,normal risk,False,AL
no,84.76400148439907,True,082-43-2114,normal risk,False,AK
no,61.182576052421126,True,082-53-2684,normal risk,True,AL
yes,61.18089875005178,True,082-80-8269,normal risk,False,AL
no,64.6205204536451,True,082-98-4710,normal risk,True,AL
no,60.57586507927015,True,083-15-4360,normal risk,False,AR
yes,78.86218801310683,True,083-19-5906,normal risk,False,AK
yes,88.08645873583865,True,083-22-0421,normal risk,True,AR
no,61.647074369130266,True,083-26-6446,normal risk,False,AL
no,88.19431601415516,True,083-34-1081,normal risk,False,AR
no,62.58665537788522,True,083-36-4860,normal risk,False,AR
no,82.2049441679206,True,083-47-3856,normal risk,False,AR
no,76.73529621010177,True,083-83-1883,normal risk,True,AR
no,70.16648246809501,True,083-89-4054,normal risk,False,AL
no,57.274043344013805,True,084-16-7147,normal risk,False,AK
no,73.69454319591195,True,084-23-0529,normal risk,True,AK
no,63.29778193018984,True,084-23-9846,normal risk,False,AK
no,81.83404214406373,True,084-27-3517,normal risk,False,AL
no,62.51606210110653,True,084-30-4696,normal risk,False,AL
yes,78.84078960802542,True,084-34-8317,normal risk,True,AK
yes,61.32136021915983,True,084-47-0099,normal risk,False,AL
no,81.55868975224354,True,084-48-2732,normal risk,False,AR
no,83.62555211751008,True,084-60-5198,normal risk,True,AK
no,60.48605638639484,True,085-19-3977,normal risk,False,AR
no,70.39188978766512,True,085-19-5891,normal risk,False,AR
no,78.68243555995726,True,085-45-9878,normal risk,False,AR
yes,84.0827926947356,True,085-54-9638,normal risk,True,AK
yes,60.48508797242753,True,085-73-2142,high risk,True,AL
yes,70.58056207381469,True,085-81-6893,normal risk,True,AR
no,76.54025178817145,True,085-81-9761,normal risk,False,AR
no,60.61181995915136,True,085-82-0159,normal risk,False,AR
no,83.33226491818118,True,085-82-3729,normal risk,False,AK
yes,60.18006046327429,True,085-87-1968,high risk,True,AR
no,55.2847659660826,True,085-93-0656,normal risk,False,AR
no,56.027154210652135,True,086-04-5080,normal risk,True,AR
no,60.06504059355813,True,086-12-0691,normal risk,False,AL
no,55.1175497941949,True,086-13-4103,normal risk,False,AK
no,84.25237751531554,True,086-40-8258,normal risk,False,AR
no,62.33859047527204,True,086-45-9769,normal risk,False,AR
no,82.77578438352774,True,086-59-7111,normal risk,False,AL
no,82.11492085147489,True,086-62-3413,normal risk,False,AK
yes,59.3849003926812,True,086-69-6829,normal risk,False,AR
no,62.01480627427752,True,086-76-7830,normal risk,False,AL
yes,57.96523753009071,True,086-92-0075,normal risk,True,AK
no,71.54380043893786,True,086-92-8273,normal risk,False,AK
no,87.25669679809614,True,087-05-9597,normal risk,False,AK
no,76.29415973365703,True,087-15-1501,normal risk,True,AL
no,78.0428765879191,True,087-19-7951,normal risk,False,AL
no,82.0709138029141,True,087-52-4279,normal risk,False,AK
no,61.395183075377744,True,087-59-7790,normal risk,False,AR
no,58.047183677883616,True,087-67-0827,normal risk,False,AK
no,63.33320224182589,True,087-77-8109,normal risk,False,AR
no,63.77938885743868,True,087-83-2645,normal risk,False,AL
yes,57.66643382008462,True,087-95-2101,normal risk,True,AL
no,62.30081632962128,True,087-96-0891,normal risk,False,AR
no,89.16127687955877,True,088-11-6837,high risk,False,AL
no,58.34496557736475,True,088-22-8399,normal risk,False,AK
no,52.7316531041248,True,088-57-6244,normal risk,False,AK
no,58.67757168950247,True,088-64-6476,normal risk,False,AR
no,77.74166601845988,True,088-74-8678,normal risk,False,AL
no,64.75927846309843,True,088-78-3142,normal risk,False,AR
no,66.53261596834125,True,088-88-0512,normal risk,False,AR
no,72.72763971563236,True,088-99-5107,normal risk,False,AR
no,72.79970812130571,True,089-19-7938,normal risk,False,AK
yes,76.2388433507544,True,089-21-8490,high risk,True,AL
no,57.15688840905286,True,089-32-7500,normal risk,False,AR
no,61.25912057198997,True,089-35-5872,normal risk,False,AR
no,59.68450268482621,True,089-58-5514,normal risk,False,AK
no,57.542245656765246,True,089-76-8551,normal risk,False,AK
yes,81.43195308862177,True,089-76-9308,normal risk,True,AL
yes,59.79743224275303,True,089-92-9138,normal risk,True,AR
no,58.425684434008666,True,089-93-6199,normal risk,False,AR
no,61.28474325734734,True,090-04-1442,normal risk,False,AL
no,52.281880407441584,True,090-06-5392,normal risk,True,AL
no,57.22091391896055,True,090-17-9763,normal risk,True,AR
no,60.09139656513324,True,090-21-0380,normal risk,False,AR
no,61.91733513883823,True,090-40-1953,normal risk,False,AK
no,55.7718693943892,True,090-40-8164,normal risk,True,AK
no,62.96491325784967,True,090-65-2699,normal risk,False,AL
no,62.16308616223446,True,090-72-9546,normal risk,False,AR
no,77.04200799484863,True,090-81-2294,normal risk,False,AL
no,76.11952645344047,True,091-03-6369,normal risk,False,AK
yes,87.23667693892483,True,091-07-4708,high risk,True,AK
yes,56.89861740767968,True,091-23-6640,normal risk,True,AR
no,60.53960852597493,True,091-28-0930,normal risk,False,AK
yes,81.86267676479922,True,091-34-4599,normal risk,True,AR
no,88.66781653926162,True,091-36-5748,high risk,True,AK
no,58.65596229357707,True,091-62-2690,normal risk,False,AL
no,72.96272633620285,True,091-72-4302,normal risk,False,AR
yes,77.91229789799507,True,091-97-5147,high risk,True,AL
no,81.10925570280727,True,092-21-5789,normal risk,True,AR
no,81.88176118961832,True,092-31-2946,normal risk,False,AL
no,59.22499497937321,True,092-59-3680,normal risk,False,AR
no,76.59134136328393,True,092-61-4738,normal risk,True,AL
yes,67.86406594516623,True,092-64-0526,high risk,False,AK
yes,77.35244734725862,True,092-75-6674,normal risk,True,AK
yes,82.8140739807481,True,092-80-0568,high risk,True,AL
no,81.72171967278068,True,092-85-1992,normal risk,False,AL
no,57.418387710338905,True,093-27-5226,normal risk,False,AL
no,73.99031886399162,True,093-36-9312,normal risk,False,AL
no,78.02172714546278,True,093-41-2320,normal risk,False,AK
no,57.49122194496278,True,093-80-2603,normal risk,False,AL
yes,72.33666306137954,True,094-08-2521,high risk,True,AL
no,71.72893574723899,True,094-35-8546,normal risk,False,AL
no,79.28488896407299,True,094-40-0906,normal risk,False,AL
no,62.9130059324679,True,094-48-8970,normal risk,False,AL
no,87.7964048939502,True,094-53-7495,normal risk,False,AK
yes,56.71548066788501,True,094-54-0336,normal risk,True,AK
yes,85.92896372491124,True,094-66-6377,high risk,True,AL
no,62.279040941742046,True,094-66-6788,normal risk,True,AL
yes,75.36496151115362,True,094-79-4782,high risk,False,AK
no,60.658776576862415,True,094-79-7448,normal risk,False,AR
no,79.6017849671797,True,094-98-2679,normal risk,False,AL
no,64.87784975553248,True,094-98-8617,normal risk,False,AR
yes,87.27386908241063,True,094-99-3129,high risk,True,AK
no,76.03774502759937,True,095-25-8757,normal risk,False,AL
no,87.793857552949,True,095-35-8122,normal risk,False,AK
yes,85.18406585378389,True,095-42-9732,normal risk,True,AK
no,53.502245099912976,True,095-56-4647,normal risk,False,AR
no,55.25101644384197,True,095-81-6399,normal risk,False,AK
no,81.51444043927309,True,095-83-5387,normal risk,False,AK
no,55.81949043808882,True,096-17-8395,normal risk,False,AL
no,62.045090114191424,True,096-18-1782,normal risk,False,AL
no,77.06391883573757,True,096-18-3486,normal risk,False,AL
no,61.76529709186679,True,096-34-8764,normal risk,False,AR
no,91.74944862248618,True,096-47-2310,high risk,True,AR
no,86.37104065562376,True,096-51-3410,normal risk,False,AR
yes,80.86259782531697,True,096-56-2999,high risk,True,AK
no,85.49380475588089,True,096-58-5812,high risk,True,AK
no,60.62568747804872,True,096-58-9426,normal risk,False,AR
no,89.88679320247579,True,096-64-3932,normal risk,False,AL
yes,61.285715159478364,True,096-82-1709,normal risk,True,AR
yes,79.40241918530737,True,097-50-5220,high risk,True,AK
no,84.99621296964537,True,097-59-8306,normal risk,False,AL
yes,83.50461041933062,True,097-60-8672,normal risk,True,AL
yes,62.44072069247078,True,097-61-6556,high risk,True,AR
no,73.51427237497238,True,097-83-8441,normal risk,False,AK
no,66.6215208379301,True,097-88-6253,normal risk,False,AR
no,56.58749868744682,True,097-96-7403,normal risk,False,AL
no,61.62320134354164,True,097-97-5448,normal risk,False,AL
no,61.377295264543385,True,098-24-1529,normal risk,False,AL
no,74.86319426564005,True,098-29-0235,normal risk,False,AL
no,81.88700874408724,True,098-51-0015,normal risk,False,AR
no,84.70034051319647,True,098-59-8026,normal risk,False,AK
yes,74.554717098511,True,098-59-9845,normal risk,True,AL
no,61.27860224700702,True,098-63-4214,normal risk,False,AL
no,76.7548595526592,True,098-70-4491,normal risk,False,AR
no,74.60612372769617,True,098-71-0096,normal risk,False,AL
